# ----------------------------------------
# 着陆页: 着陆页
# 账号：hyde数据看板
# 媒体资源：cantonlock
# ----------------------------------------
# 
# 所有用户
# 开始日期：20260624
# 结束日期：20260921
着陆页,会话数,活跃用户,新用户数,每次会话的平均互动时长,关键事件数,总收入,会话关键事件率
/products,775,742,735,13.76774193548387,0,0,0
/,707,565,557,53.67468175388967,0,0,0
(not set),103,91,1,1.0485436893203883,0,0,0
/products/knob-locks,80,80,79,7.5625,0,0,0
,59,59,0,2.135593220338983,0,0,0
/products/panic-exit-devices,43,41,39,5.767441860465116,0,0,0
/products/brass-steel-hinges,28,28,28,2.4642857142857144,0,0,0
/product-finder,27,8,3,68.55555555555556,0,0,0
/company,25,24,22,27.32,0,0,0
/contact,20,20,19,13.95,0,0,0
/es,17,11,7,119.82352941176471,0,0,0
/news,16,10,7,87.9375,0,0,0
/products/hardware-accessories,15,15,15,0.5333333333333333,0,0,0
/products/glass-door-accessories/gl125-ss-glass-door-patch-fittings,10,10,9,0.1,0,0,0
/products/glass-door-accessories/106-glass-door-handle,9,9,8,18.333333333333332,0,0,0
/products/glass-door-accessories/107-glass-door-handle,9,9,7,476.55555555555554,0,0,0
/products/glass-door-accessories/f101-glass-door-patch-fittings,9,9,9,0.1111111111111111,0,0,0
/products/knob-locks/5807-e-heavy-duty-cylindrical-lock,9,9,9,0,0,0,0
/products/knob-locks/5870-ssps-heavy-duty-cylindrical-lock,9,9,9,0,0,0,0
/products/night-latches-rim-locks/night-latch-rim-lock,9,9,9,5.333333333333333,0,0,0
/projects,9,9,8,1.3333333333333333,0,0,0
/downloads,8,8,7,18.25,0,0,0
/faq,8,8,7,2.625,0,0,0
/products/door-closers/ju-088-door-closer,8,7,7,7.75,0,0,0
/products/knob-locks/607-fet-tubular-lock,8,8,8,0.125,0,0,0
/products/lock-cases,8,7,6,14.5,0,0,0
/products/lock-cases/lc04-85-60-lock-case,8,8,8,3.5,0,0,0
/products/glass-door-accessories,7,7,6,3,0,0,0
/products/hardware-accessories/dv05-bl-door-viewer,7,7,7,0.42857142857142855,0,0,0
/products/knob-locks/571-sset-light-duty-cylindrical-lock,7,7,7,0,0,0,0
/products/knob-locks/5807-f-heavy-duty-cylindrical-lock,7,7,7,0,0,0,0
/products/knob-locks/5871-sset-heavy-duty-cylindrical-lock,7,7,7,0,0,0,0
/products/lever-handles/804-pbet-lever-handle,7,7,7,0.2857142857142857,0,0,0
/products/lock-cases/hyde-ar4-110-mortise-lock,7,5,3,73.14285714285714,0,0,0
/products/stainless-steel-handles/600-concealed-sliding-door-handle,7,7,7,0.42857142857142855,0,0,0
/products/bathroom-accessories/bh33-bathroom-accessories,6,6,6,0,0,0,0
/products/brass-steel-hinges/bl028-brass-and-steel-hinges,6,6,6,0.3333333333333333,0,0,0
/products/brass-steel-hinges/bl030-brass-and-steel-hinges,6,6,6,0.3333333333333333,0,0,0
/products/brass-steel-hinges/ssh011-brass-and-steel-hinges,6,6,6,1.1666666666666667,0,0,0
/products/deadbolts/d101-ac-deadbolts,6,6,6,0.5,0,0,0
/products/glass-door-accessories/104-glass-door-handle,6,6,6,0.16666666666666666,0,0,0
/products/grip-handle-sets/70900-bk-grip-handle-set,6,6,6,0,0,0,0
/products/hardware-accessories/dc02-door-coordinator,6,6,6,0,0,0,0
/products/hardware-accessories/l001-latch,6,6,6,0.5,0,0,0
/products/knob-locks/592-sset-tubular-lock,6,6,6,0,0,0,0
/products/knob-locks/607-abet-tubular-lock,6,6,6,0,0,0,0
/products/knob-locks/607-ssbk-tubular-lock,6,6,6,0.8333333333333334,0,0,0
/products/knob-locks/tubular-knob-lock,6,6,6,0.16666666666666666,0,0,0
/products/lock-cases/hy006et-lock-case,6,6,6,0,0,0,0
/products/panic-exit-devices/028-panic-exit-device-trim,6,6,6,3.6666666666666665,0,0,0
/products/panic-exit-devices/313-panic-exit-device,6,6,6,1.1666666666666667,0,0,0
/products/panic-exit-devices/317-cold-room-push-bar-exit-device,6,6,6,0,0,0,0
/products/panic-exit-devices/320-two-point-locking-exit-device,6,6,6,0,0,0,0
/newsletter,5,5,5,19.8,0,0,0
/products/bathroom-accessories,5,5,4,781.4,0,0,0
/products/bathroom-accessories/bh01-bathroom-accessories,5,5,5,0,0,0,0
/products/bathroom-accessories/bh05-bathroom-accessories,5,5,5,0,0,0,0
/products/bathroom-accessories/bh10-bathroom-accessories,5,5,5,0.4,0,0,0
/products/bathroom-accessories/bh25-bathroom-accessories,5,5,5,0,0,0,0
/products/bathroom-accessories/bh28-bathroom-accessories,5,5,5,0,0,0,0
/products/bathroom-accessories/bh37-bathroom-accessories,5,5,5,1.2,0,0,0
/products/bathroom-accessories/bh52-bathroom-accessories,5,5,5,0.2,0,0,0
/products/brass-steel-hinges/bl031-brass-and-steel-hinges,5,5,5,0.2,0,0,0
/products/brass-steel-hinges/f100-ss-door-hinge,5,5,5,0,0,0,0
/products/brass-steel-hinges/ssh018-brass-and-steel-hinges,5,5,4,32.8,0,0,0
/products/brass-steel-hinges/ssh023-brass-and-steel-hinges,5,5,5,0,0,0,0
/products/brass-steel-hinges/ssh031-brass-and-steel-hinges,5,5,5,0,0,0,0
/products/brass-steel-hinges/stainless-steel-door-hinge,5,5,5,0.2,0,0,0
/products/deadbolts/d101-ss-deadbolts,5,5,5,0.2,0,0,0
/products/door-closers/ju-051-door-closer,5,5,5,0,0,0,0
/products/door-closers/ju-072-door-closer,5,5,5,0.2,0,0,0
